Body Name,Date,Transaction Number,Amount,Supplier Name,Supplier ID,Expense Area,Expense Type,Procurement Card?,Registration Number,Time Period for Grant,Purpose of Grant
Yorkshire Dales National Park Authority,17/08/2021,PI147611,324.66,FARRAH'S OF HARROGATE,S0708,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147607,12.09,IRON MOUNTAIN,S0854,Support Services,Offsite Storage,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147607,20.40,IRON MOUNTAIN,S0854,Support Services,Offsite Storage,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147607,354.32,IRON MOUNTAIN,S0854,Support Services,Offsite Storage,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147607,548.72,IRON MOUNTAIN,S0854,Support Services,Offsite Storage,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147618,25.00, BAINBRIDGE VILLAGE HALL,S0959,Farmed Land,Venue Hire,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147678,52.45,EDEN FARM SUPPLIES,S1311,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147678,85.60,EDEN FARM SUPPLIES,S1311,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147679,76.80,TOWN MILLS CRAFT CENTRE LTD T/A HOUSE OF MARBLES,S1331,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147780,266.55,TOWN MILLS CRAFT CENTRE LTD T/A HOUSE OF MARBLES,S1331,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147814,5.05,ARCO LTD,S1339,WMD 3.2 Skills for the future,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147814,6.94,ARCO LTD,S1339,WMD 3.2 Skills for the future,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147814,6.94,ARCO LTD,S1339,WMD 3.2 Skills for the future,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147814,6.94,ARCO LTD,S1339,WMD 3.2 Skills for the future,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147814,6.94,ARCO LTD,S1339,WMD 3.2 Skills for the future,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147814,15.15,ARCO LTD,S1339,WMD 3.2 Skills for the future,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147814,16.84,ARCO LTD,S1339,WMD 3.2 Skills for the future,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147814,16.84,ARCO LTD,S1339,WMD 3.2 Skills for the future,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147814,16.84,ARCO LTD,S1339,WMD 3.2 Skills for the future,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147814,16.84,ARCO LTD,S1339,WMD 3.2 Skills for the future,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147814,35.85,ARCO LTD,S1339,WMD 3.2 Skills for the future,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147814,64.28,ARCO LTD,S1339,WMD 3.2 Skills for the future,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147814,283.44,ARCO LTD,S1339,WMD 3.2 Skills for the future,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147784,50.00,C H FAWCETT & SONS,S1516,Farmed Land,Consultancy,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147784,100.00,C H FAWCETT & SONS,S1516,Farmed Land,Consultancy,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147851,389.00,REDACTED PERSONAL DATA,S1713,Contracts - Access Rangers,Insurance,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147681,1062.50,REDACTED PERSONAL DATA,S1713,Contracts - Access Rangers,Property Rental,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147825,11883.09,LANCASHIRE COUNTY COUNCIL,S1823,National Trails,Grants Paid,,N/A,2020 - 2021,Pennine Bridleway Maintenance & Ranger
Yorkshire Dales National Park Authority,17/08/2021,PI147676,180.00,FIELD STUDIES COUNCIL,S1847,Outreach,Event Leaders,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147620,10.46,DARLINGTON COLLEGE,S1877,Training,Training,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147621,26.67,DARLINGTON COLLEGE,S1877,Training,Training,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147619,53.33,DARLINGTON COLLEGE,S1877,Training,Training,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147783,1090.00,HORTON LANDSCAPES LTD,S1949,Car Parks,Contractors (Construction),,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147759,1330.00,HORTON LANDSCAPES LTD,S1949,Car Parks,Contractors (Construction),,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147793,99.87,CORDEE LTD,S2018,Trading Account,Retail Stock Publications Non-VAT,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147576,212.74,CORDEE LTD,S2018,Trading Account,Retail Stock Publications Non-VAT,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147832,296.47,CORDEE LTD,S2018,Trading Account,Retail Stock Publications Non-VAT,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147608,2000.00,BUTTERFLY CONSERVATION,S2275,Community Wildlife Projects,Grants Paid,,254937,2021,The Limestone Lepidoptera Project
Yorkshire Dales National Park Authority,17/08/2021,PI147599,300.00,YORKSHIRE WILDLIFE TRUST,S2342,Farmed Land,Consultancy,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147476,300.00,YORKSHIRE FILM ARCHIVE,S2493,Dales Countryside Museum,Consultancy,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147629,8.99,THE OUTDOORS COMPANY,S2561,WMD 3.2 Skills for the future,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147629,112.99,THE OUTDOORS COMPANY,S2561,WMD 3.2 Skills for the future,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147629,112.99,THE OUTDOORS COMPANY,S2561,WMD 3.2 Skills for the future,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147629,112.99,THE OUTDOORS COMPANY,S2561,WMD 3.2 Skills for the future,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147629,112.99,THE OUTDOORS COMPANY,S2561,WMD 3.2 Skills for the future,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147673,416.57,PURCHASE POWER,S2994,Dales Countryside Museum,Postage,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147584,236.00,EE LIMITED - DD,S3004,Contracts - Access Rangers,Mobile Phones,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147455,236.00,EE LIMITED - DD,S3004,IT Development,Mobile Phones,,,,
Yorkshire Dales National Park Authority,17/08/2021,PC147587,-50.00,EE LIMITED - DD,S3004,Member Costs,Mobile Phones,,,,
Yorkshire Dales National Park Authority,17/08/2021,PC147588,-50.00,EE LIMITED - DD,S3004,NPC General,Mobile Phones,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147455,236.00,EE LIMITED - DD,S3004,Outreach,Mobile Phones,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147856,6.00,LAND REGISTRY - DD,S3091,Development Management,Research & Surveys,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147855,7.95,ARCHER SIGNS & PANELS LTD,S3170,Land Holdings,Signage and Displays,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147824,9.95,ARCHER SIGNS & PANELS LTD,S3170,Land Holdings,Signage and Displays,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147855,75.00,ARCHER SIGNS & PANELS LTD,S3170,Land Holdings,Signage and Displays,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147824,130.00,ARCHER SIGNS & PANELS LTD,S3170,Land Holdings,Signage and Displays,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147813,84.37,GRANDMA WILD'S,S3171,Trading Account,Retail Stock Foodstuffs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147613,266.95,GRANDMA WILD'S,S3171,Trading Account,Retail Stock Foodstuffs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147823,75.00,JOHN JONES TRAINING & ASSESSMENT SERVICES,S3250,WMD 3.2 Skills for the future,Training,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147647,79.45,YORWASTE LTD,S3307,Dales Countryside Museum,Waste Collection,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147648,54.76,YORWASTE LTD,S3307,Northern Dales (Richmondshire),Waste Collection,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147648,59.09,YORWASTE LTD,S3307,Office Accomodation,Waste Collection,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147486,762.55,THE FARMER NETWORK LTD,S3382,Sustainable Development,Grants Paid,,5598877,2018-2021,Events & Training for Westmoreland Farmers
Yorkshire Dales National Park Authority,17/08/2021,PI147798,1860.48,JIM THOMPSON TRANSPORT LTD,S3565,Green Lanes,Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147601,2451.98,JIM THOMPSON TRANSPORT LTD,S3565,Green Lanes,Contractors (Construction),,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147757,313.60,JIM THOMPSON TRANSPORT LTD,S3565,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147616,235.24,VISIT ENGLAND ASSESSMENT SERVICES,S3566,Dales Countryside Museum,Membership Subscriptions,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147671,94.00,THOMSON REUTERS,S3574,Development Management,Books and Publications,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147457,1000.00,CIVICA UK LTD,S3593,Training,Training,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147795,249.78,BRISSCO SIGNS AND GRAPHICS,S3630,NPC Refurbishment,Signage and Displays,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147553,1567.71,HAYCOCK AND JAY ASSOCIATES LTD,S3682,Biodiversity,Contractors (Others),,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147781,11.00,SEMERWATER ALPACA AMBLES,S3742,Dales Countryside Museum,Event Leaders,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147782,44.00,SEMERWATER ALPACA AMBLES,S3742,Dales Countryside Museum,Event Leaders,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147307,5.00,SCARBOROUGH BOROUGH COUNCIL,S3756,Legal Services,Legal Expenses,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147307,55.20,SCARBOROUGH BOROUGH COUNCIL,S3756,Legal Services,Legal Expenses,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147850,573.15,HERITAGE CARDS & SOUVENIRS,S3785,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147660,40.04,ALLSTAR BUSINESS SOLUTIONS LTD,S3804,Contracts - Access Rangers,Vehicle Running Costs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147659,240.63,ALLSTAR BUSINESS SOLUTIONS LTD,S3804,Contracts - Access Rangers,Vehicle Running Costs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147661,272.50,ALLSTAR BUSINESS SOLUTIONS LTD,S3804,Contracts - Access Rangers,Vehicle Running Costs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147662,276.15,ALLSTAR BUSINESS SOLUTIONS LTD,S3804,Contracts - Access Rangers,Vehicle Running Costs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147658,347.27,ALLSTAR BUSINESS SOLUTIONS LTD,S3804,Contracts - Access Rangers,Vehicle Running Costs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147658,41.71,ALLSTAR BUSINESS SOLUTIONS LTD,S3804,Northern Dales (Richmondshire),Consumables,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147653,3.32,SETTLE DIY LTD,S3876,Southern Dales (Craven  Lancs),Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147617,199.00,WORKING PLANET LTD,S4049,Corporate HR Staff Costs,Recruitment Costs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147834,199.00,WORKING PLANET LTD,S4049,Corporate HR Staff Costs,Recruitment Costs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147847,14.38,COMCENTRIX LTD T/A FREECOMM SERVICES,S4082,IT Development,Telephone,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147606,300.00,REDACTED PERSONAL DATA,S4094,Farmed Land,Consultancy,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147844,550.00,NIC DRAPER DESIGN,S4116,NPC Refurbishment,Signage and Displays,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147845,200.00,NIC DRAPER DESIGN,S4116,Recreational Activity,Printing,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147682,301.67,KETTLEWELL GARAGE,S4140,Contracts - Access Rangers,Vehicle Running Costs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147863,0.74,COMPUTERSHARE VOUCHER SERVICES,S4143,Corporate HR Staff Costs,Employee Benefits Schemes  Admin Costs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147830,21255.11,DERBYSHIRE COUNTY COUNCIL,S4397,National Trails,Grants Paid,,N/A,2020 - 2021,Pennine Bridleway Maintenance & Ranger
Yorkshire Dales National Park Authority,17/08/2021,PI147680,478.81,YELLOW PUBLICATIONS LTD,S4412,Trading Account,Retail Stock Publications Non-VAT,,,,
Yorkshire Dales National Park Authority,17/08/2021,CARPARK CHGS - 17/08/21,398.62,SIX PAYMENT SERVICES LTD,S4524,Car Parks,Bank Charges,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147787,2.39,GARDNERS BOOKS,S4535,Trading Account,Retail Stock Publications Non-VAT,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147574,101.60,GARDNERS BOOKS,S4535,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147663,167.76,GARDNERS BOOKS,S4535,Trading Account,Retail Stock Publications Non-VAT,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147664,263.80,GARDNERS BOOKS,S4535,Trading Account,Retail Stock Publications Non-VAT,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147574,645.84,GARDNERS BOOKS,S4535,Trading Account,Retail Stock Publications Non-VAT,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147665,649.92,GARDNERS BOOKS,S4535,Trading Account,Retail Stock Publications Non-VAT,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147623,80.00,GREAT ASBY VILLAGE HALL,S4563,WMD Westmorland Dales Overheads,Venue Hire,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147807,420.00,THE PEBBLE SHOP,S4589,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147848,333.33,SILVER YARD,S4640,Contracts - Access Rangers,Property Rental,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147625,2610.74,BOW HOUSE DIGITAL LIMITED,S4664,Communications,Distribution,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147609,589.92,ENTERPRISE FLEX-E-RENT,S4744,WMD 3.2 Skills for the future,Vehicle Leasing,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147777,33.00,JOMANDA LIMITED,S4767,Trading Account,Retail Stock Clothing Non-VAT,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147777,434.34,JOMANDA LIMITED,S4767,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147762,357.00,OUTSTANDING MAP DISTRIBUTORS LTD,S4842,Trading Account,Retail Stock Maps Non-VAT,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147761,360.00,OUTSTANDING MAP DISTRIBUTORS LTD,S4842,Trading Account,Retail Stock Maps Non-VAT,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147614,18.70,DALES DAIRIES,S4895,Dales Countryside Museum,Catering (Internal),,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147615,30.25,DALES DAIRIES,S4895,Support Services,Catering (Internal),,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147897,697.00,NLA MEDIA ACCESS,S4924,Communications,Books and Publications,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147831,436.80,LANDSCAPE & LIGHT PHOTOGRAPHY - ANDY AUGHEY,S4928,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147866,9850.00,ALPHA LAN SYSTEMS LTD,S4963,IT Development,IT-Software Maintenance,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147480,584.10,DEMPSON LTD,S5040,Retail Services O/H,Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147764,1119.96,ASPIRE TECHNOLOGY SOLUTIONS LIMITED,S5053,IT Development,Telephone,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147517,21.60,SALIX RIVER AND WETLAND SERVICES LTD,S5124,Western Dales (Cumbria),Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147517,113.00,SALIX RIVER AND WETLAND SERVICES LTD,S5124,Western Dales (Cumbria),Delivery Charges,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147517,170.00,SALIX RIVER AND WETLAND SERVICES LTD,S5124,Western Dales (Cumbria),Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147517,249.60,SALIX RIVER AND WETLAND SERVICES LTD,S5124,Western Dales (Cumbria),Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147517,2013.00,SALIX RIVER AND WETLAND SERVICES LTD,S5124,Western Dales (Cumbria),Delivery Charges,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147517,4365.00,SALIX RIVER AND WETLAND SERVICES LTD,S5124,Western Dales (Cumbria),Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147517,6622.00,SALIX RIVER AND WETLAND SERVICES LTD,S5124,Western Dales (Cumbria),Tools & Office Equipment,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147838,168.00,YORKSHIRE FLAPJACK,S5139,Trading Account,Retail Stock Foodstuffs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147768,130.80,TMP (UK) LTD,S5155,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147767,251.80,TMP (UK) LTD,S5155,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147799,216.00,HEARTWOOD ENTERPRISES,S5207,WMD 3.3 Discovering Westmorland Dales,Materials,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147801,64.30,HAWES NEWSAGENTS,S5289,Support Services,Books and Publications,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147840,170.00,THE MILFORD COLLECTION,S5368,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147839,847.50,THE MILFORD COLLECTION,S5368,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147604,545.59,AVC WISE LTD,S5396,Corporate HR Staff Costs,Employee Benefits Schemes  Admin Costs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147670,978.71,CARTE BLANCHE GREETINGS LTD,S5419,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147860,2250.00,MINERVA SIPP,S5445,WMD Westmorland Dales Overheads,Property Rental,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147828,5.72,CITRON HYGIENE UK LTD,S5495,Dales Countryside Museum,Waste Collection,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147829,15.80,CITRON HYGIENE UK LTD,S5495,Dales Countryside Museum,Waste Collection,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147471,1314.41,SCOTTISH WATER BUSINESS STREAM LTD,S5503,Dales Countryside Museum,Water,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147651,200.00,REDACTED PERSONAL DATA,S5597,Trading Account,Retail Stock Publications Non-VAT,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147821,62.50,RICHMOND INFORMATION CENTRE,S5622,Trading Account,Retail Stock Publications Non-VAT,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147674,126.58,AAFD SERVICES LTD,S5634,Contracts - Access Rangers,Cleaning,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147672,297.44,AAFD SERVICES LTD,S5634,NPC General,Cleaning,,,,
Yorkshire Dales National Park Authority,17/08/2021,PI147674,330.11,AAFD SERVICES LTD,S5634,NPC General,Cleaning,,,,
